,age,gender,time_spent,platform,interests,location,demographics
961,32,male,2,Instagram,Travel,Australia,Sub_Urban
962,23,male,3,YouTube,Lifestlye,United States,Rural
963,47,non-binary,1,YouTube,Travel,United States,Rural
964,55,non-binary,6,Instagram,Travel,Australia,Rural
965,19,female,7,YouTube,Travel,Australia,Rural
966,32,non-binary,2,Facebook,Lifestlye,Australia,Urban
967,28,non-binary,8,YouTube,Sports,Australia,Sub_Urban
968,25,male,6,YouTube,Lifestlye,Australia,Urban
969,43,male,4,Instagram,Sports,Australia,Urban
970,62,female,5,YouTube,Travel,United Kingdom,Urban
971,61,non-binary,8,YouTube,Sports,Australia,Rural
972,22,non-binary,3,YouTube,Lifestlye,United Kingdom,Rural
973,23,male,3,YouTube,Lifestlye,United Kingdom,Rural
974,43,non-binary,4,Facebook,Travel,Australia,Sub_Urban
975,21,male,1,Instagram,Sports,Australia,Rural
976,36,female,9,Instagram,Travel,United Kingdom,Sub_Urban
977,37,male,8,Facebook,Travel,United Kingdom,Rural
978,50,non-binary,8,YouTube,Lifestlye,Australia,Rural
979,37,female,6,Facebook,Sports,Australia,Urban
980,29,male,7,YouTube,Sports,United Kingdom,Urban
981,64,male,6,Facebook,Sports,United Kingdom,Urban
982,18,female,9,Instagram,Sports,United Kingdom,Sub_Urban
983,43,female,3,Instagram,Travel,United States,Sub_Urban
984,31,male,3,Instagram,Travel,United Kingdom,Rural
985,55,non-binary,3,YouTube,Lifestlye,United States,Sub_Urban
986,54,male,3,YouTube,Travel,Australia,Rural
987,28,female,9,Facebook,Travel,Australia,Sub_Urban
988,53,male,4,Facebook,Lifestlye,United Kingdom,Sub_Urban
989,30,female,7,Instagram,Lifestlye,Australia,Sub_Urban
990,60,female,9,YouTube,Lifestlye,Australia,Urban
991,20,non-binary,7,Facebook,Travel,Australia,Sub_Urban
992,50,female,9,YouTube,Travel,Australia,Urban
993,23,female,3,YouTube,Lifestlye,United States,Urban
994,27,non-binary,4,Instagram,Lifestlye,United States,Sub_Urban
995,22,female,8,Instagram,Lifestlye,United Kingdom,Rural
996,40,non-binary,6,YouTube,Travel,United Kingdom,Rural
997,27,non-binary,5,YouTube,Travel,United Kingdom,Rural
998,61,female,4,YouTube,Sports,Australia,Sub_Urban
999,19,female,8,YouTube,Travel,Australia,Rural
